label,N,P,K,temperature,humidity,ph,rainfall
papaya,51.86,52.69,52.55,32.19,80.28,6.17,147.11
papaya,56.03,35.71,39.32,31.84,87.6,5.99,152.01
papaya,46.8,47.91,51.83,27.41,74.46,6.38,147.09
papaya,40.99,56.32,47.49,29.16,81.41,6.45,166.75
papaya,42.53,38.82,48.14,30.12,73.8,5.94,153.65
papaya,43.94,38.38,55.79,28.74,85.75,6.51,155.9
papaya,48.31,28.76,43.18,29.75,81.82,5.78,148.93
papaya,41.02,51.88,49.88,31.49,85.33,6.68,167.21
papaya,47.2,72.58,42.69,28.94,84.51,6.8,159.75
papaya,55.4,33.33,59.54,29.59,86.23,5.69,155.13
papaya,45.49,54.58,51.9,30.73,74.71,6.48,146.4
papaya,53.96,57.91,50.9,27.45,80.54,7.54,182.92
papaya,26.2,50.51,55.59,29.64,77.7,6.39,161.04
papaya,40.81,59.51,49.66,28.13,85.62,5.88,138.9
papaya,45.43,67.15,45.89,25.69,77.09,6.68,165.68
papaya,68.21,61.26,51.13,28.22,88.12,6.35,136.84
papaya,46.66,39.98,47.21,29.53,83.65,6.34,124.65
papaya,37.17,51.68,50.44,28.89,77.66,6.66,177.81
papaya,43.76,50.71,55.75,28.45,79.92,6.48,123.77
papaya,51.35,50.25,53.33,27.63,80.05,7.05,191.55
papaya,60.24,40.58,52.71,29.03,81.42,6.19,115.73
papaya,47.24,55.78,51.73,30.81,81.08,6.66,160.59
papaya,47.8,50.66,60.46,30.28,80.21,6.54,145.64
papaya,46.52,51.67,46.97,29.71,76.05,6.54,161.68
papaya,48.3,33.93,53.54,30.24,75.03,6.81,122.03
papaya,58.36,49.54,36.39,30.36,77.97,6.28,135.25
papaya,48.98,46.12,38.86,32.54,78.78,6.21,127.43
papaya,56.17,39.61,50.8,28.83,77.37,6.06,137.59
papaya,50.07,51.88,45.29,29.82,84.44,5.83,149.87
papaya,42.39,41.58,51.57,28.91,73.92,7.03,168.4
papaya,34.54,38.2,53.56,29.43,87.5,6.75,155.99
papaya,41.83,53.93,42.35,32.61,82.11,6.17,166.09
papaya,67.93,48.26,53.3,29.14,80.43,5.9,149.99
papaya,50.35,64.39,39.23,29.44,86.44,6.4,146.57
papaya,43.33,42.54,39.04,28.74,75.05,6.55,134.25
papaya,46.16,46.38,49.71,28.94,74.69,6.53,171.35
papaya,51.03,45.12,49.26,25.9,79.3,6.34,131.33
papaya,43.98,46.72,55.95,32.18,75.36,6.29,140.15
papaya,56.48,51.16,50.56,31.07,77.02,7.05,149.97
papaya,43.15,48.16,57.39,29.15,84.75,6.25,134.69
papaya,55.28,43.01,54.94,30.7,75.63,6.47,139.02
papaya,52.79,65.1,47.78,31.07,80.12,6.51,146.7
papaya,43.14,52.68,48.27,28.19,85.07,6.54,145.44
papaya,60.72,35.31,57.64,28.24,81.06,6.26,131.54
papaya,60.51,64.85,48.67,30.67,80.28,7.19,107.74
papaya,53.02,44.18,35.86,29.28,89.24,6.24,165.82
papaya,59.59,49.9,50.72,26.57,76.42,6.86,151.21
papaya,52.94,51.07,63.15,29.14,88.03,6.55,183.88
papaya,40.2,51.48,47.64,30.28,86.11,6.65,174.41
papaya,44.64,43.42,50.1,29.92,79.07,6.12,173.97
papaya,47.1,61.41,50.08,31.3,82.79,6.17,157.34
papaya,65.43,52.01,55.41,31.39,81.54,6.57,160.95
papaya,56.11,39.18,51.48,29.63,78.04,7.02,135.34
papaya,38.84,56.37,41.48,26.14,84.54,6.56,159.45
papaya,46.46,38.92,42.89,29.46,73.64,6.62,140.75
papaya,51.48,51.24,52.32,31.0,78.28,6.57,154.72
papaya,30.57,55.17,50.9,31.13,73.57,6.37,128.17
papaya,55.96,38.76,44.43,31.07,76.85,6.13,168.13
papaya,57.58,55.78,55.09,29.54,78.98,6.24,153.35
papaya,45.78,46.54,53.6,32.37,81.99,7.22,135.89
papaya,35.3,55.72,45.37,29.45,71.15,6.14,119.96
papaya,46.53,46.84,50.54,32.48,83.38,5.85,162.16
papaya,50.89,49.22,49.86,30.41,76.54,6.43,173.68
papaya,44.37,41.76,49.63,27.74,71.39,6.36,178.97
papaya,49.69,51.43,37.22,30.88,80.47,6.23,153.6
papaya,51.36,41.52,51.99,32.39,78.86,6.15,146.45
papaya,56.84,40.19,53.47,28.64,81.21,6.27,138.66
papaya,62.18,38.73,52.91,33.46,83.43,5.97,124.37
papaya,43.99,51.26,51.36,27.46,75.64,6.18,146.39
papaya,65.88,42.53,44.14,27.73,83.18,6.48,132.08
papaya,47.1,43.67,51.78,35.37,82.75,6.46,136.7
papaya,39.25,55.87,54.08,29.07,86.07,6.51,165.5
papaya,52.37,48.58,44.27,29.71,84.21,6.3,158.79
papaya,41.34,56.24,51.88,27.6,78.88,6.87,124.82
papaya,41.43,49.44,62.8,28.65,82.48,6.6,138.21
papaya,51.29,46.42,47.85,26.68,79.88,6.86,151.15
papaya,58.72,54.64,49.64,28.74,77.57,5.91,144.66
papaya,51.17,63.72,53.17,28.27,72.8,6.42,166.24
papaya,48.24,54.34,48.91,31.43,72.01,7.14,127.75
papaya,56.35,47.82,49.31,29.52,81.28,6.68,171.17
papaya,61.26,52.65,60.28,30.19,85.39,6.67,139.02
papaya,51.45,54.03,49.81,30.83,84.33,6.49,91.12
papaya,63.43,47.62,45.06,27.75,78.32,6.27,135.26
papaya,44.54,54.24,62.18,31.64,85.61,6.35,152.09
papaya,53.41,44.72,47.45,31.71,85.45,6.53,126.1
papaya,47.64,38.47,50.45,30.51,78.65,6.6,158.34
papaya,52.05,40.39,48.48,30.82,87.89,6.39,161.02
papaya,57.03,48.43,56.89,32.4,86.9,6.68,197.2
papaya,45.08,66.99,54.61,32.68,78.4,6.84,178.54
papaya,41.3,48.69,37.15,29.64,75.92,6.41,208.47
coconut,33.59,14.24,22.22,31.6,78.31,6.07,206.9
coconut,18.27,15.87,20.69,30.2,76.46,5.68,197.76
coconut,29.43,19.69,26.49,28.61,80.97,5.86,214.7
coconut,21.09,27.71,13.24,33.43,80.45,6.22,233.36
coconut,29.29,17.08,22.4,33.73,75.56,6.85,209.64
coconut,22.83,16.43,19.11,26.09,77.92,5.89,173.14
coconut,28.74,19.12,17.46,29.35,81.78,6.03,182.48
coconut,25.63,19.8,15.44,29.42,82.9,6.23,194.25
coconut,28.38,16.08,16.2,29.5,87.49,6.07,193.12
coconut,32.72,18.85,28.94,28.98,74.94,5.93,193.77
coconut,20.96,30.41,21.27,30.93,77.69,5.77,225.64
coconut,16.62,15.43,19.01,32.7,78.13,6.17,200.69
coconut,31.48,13.66,22.94,29.6,84.62,5.67,200.61
coconut,24.49,15.99,14.88,28.84,80.65,5.7,191.75
coconut,15.57,18.52,24.09,31.41,79.57,6.1,179.29
coconut,33.12,28.27,20.66,35.18,76.6,5.5,182.26
coconut,23.9,29.25,18.88,28.28,75.51,6.46,224.93
coconut,22.57,12.5,15.49,33.44,83.44,6.03,246.72
coconut,34.79,19.86,19.93,28.84,78.58,5.41,162.74
coconut,16.39,24.34,13.75,33.9,76.35,6.69,190.87
coconut,17.17,25.14,25.61,28.19,78.34,5.64,196.99
coconut,25.54,18.59,12.72,28.84,83.52,5.92,191.81
coconut,20.35,17.56,25.64,27.72,83.6,6.02,206.12
coconut,21.34,18.59,19.98,28.96,81.66,6.18,254.32
coconut,26.39,12.35,24.65,29.59,90.06,6.59,187.37
coconut,28.61,17.62,20.01,31.35,85.57,6.36,201.87
coconut,37.42,18.54,13.57,27.17,87.37,5.97,203.98
coconut,22.29,18.19,16.85,30.94,79.51,6.17,208.49
coconut,22.87,14.17,13.82,36.05,87.39,6.54,183.13
coconut,25.05,16.74,14.75,28.82,86.63,6.34,175.75
coconut,23.43,23.0,17.72,30.16,82.01,6.16,206.35
coconut,21.73,17.8,15.47,26.88,79.43,6.33,165.49
coconut,26.36,23.14,12.65,29.46,88.23,6.22,153.24
coconut,28.29,17.01,22.77,28.62,79.73,5.78,200.08
coconut,22.16,19.11,15.3,30.98,80.88,5.35,224.82
coconut,24.12,20.65,23.06,30.66,85.83,5.88,225.86
coconut,25.61,22.03,21.61,32.48,83.61,5.82,183.97
coconut,24.75,16.96,15.79,25.74,72.25,6.79,183.59
coconut,34.52,21.61,19.8,27.0,80.02,6.76,238.94
coconut,26.37,15.41,16.17,28.29,86.39,6.65,204.9
coconut,23.48,26.19,16.09,30.1,82.31,5.65,184.1
coconut,21.43,25.67,27.66,30.23,78.66,5.76,200.04
coconut,22.25,19.61,21.65,29.19,79.05,5.93,192.06
coconut,22.79,23.05,12.92,33.15,80.68,6.24,218.13
coconut,21.46,16.34,15.87,29.51,83.5,5.77,215.2
coconut,13.16,18.46,24.67,29.66,75.85,5.74,124.3
coconut,19.94,24.23,17.67,29.07,68.34,5.35,229.75
coconut,28.09,14.81,17.48,29.94,74.02,5.2,196.02
coconut,27.86,22.37,23.5,26.89,80.29,5.89,197.82
coconut,23.94,17.36,7.93,32.32,81.65,5.41,211.83
coconut,22.76,18.32,16.93,31.07,76.0,5.56,228.29
coconut,24.11,19.41,22.77,28.66,77.66,6.12,161.47
coconut,26.11,16.98,23.42,31.09,82.07,5.36,197.42
coconut,19.11,19.85,10.74,26.92,85.95,6.15,191.15
coconut,20.46,15.66,20.8,29.31,87.73,5.93,201.47
coconut,18.06,18.56,20.71,29.25,77.57,6.13,237.87
coconut,25.72,24.58,22.49,32.17,76.95,5.92,194.93
coconut,27.73,23.17,20.5,31.75,77.18,6.35,225.4
coconut,28.39,20.54,22.85,28.21,80.99,6.12,166.76
coconut,27.37,15.0,18.29,30.08,76.35,6.03,201.66
coconut,20.9,22.27,16.94,34.58,79.45,5.53,175.39
coconut,30.74,18.36,14.54,31.71,77.92,6.26,223.39
coconut,26.37,29.58,13.1,28.36,78.72,6.9,244.95
coconut,31.44,16.82,17.29,28.34,76.08,6.6,193.91
coconut,24.44,23.1,13.35,30.11,74.52,5.88,185.34
coconut,21.81,20.9,20.88,29.56,81.85,5.65,217.04
coconut,23.97,18.07,16.82,29.52,89.35,5.97,171.39
coconut,29.59,18.11,21.14,28.79,86.4,5.76,234.95
coconut,19.75,18.83,25.6,30.34,91.36,5.89,206.43
coconut,34.53,13.94,13.45,28.41,84.07,5.36,214.93
coconut,27.63,28.06,24.18,30.73,86.8,6.22,188.5
coconut,19.28,17.72,19.84,30.35,69.32,5.91,200.71
coconut,27.74,26.51,20.74,28.18,70.91,6.27,178.27
coconut,29.33,25.59,13.82,31.11,86.46,6.41,147.59
coconut,20.73,14.88,22.09,30.83,66.51,5.88,220.02
coconut,25.74,20.59,18.54,27.88,79.91,6.02,215.38
coconut,28.48,20.34,24.38,29.25,72.78,6.19,203.16
coconut,27.48,14.94,27.16,31.42,78.56,5.63,226.93
coconut,19.49,29.05,17.55,33.44,79.08,6.63,181.63
coconut,25.09,23.22,22.65,32.2,77.56,6.03,231.21
coconut,21.47,22.29,19.12,30.41,80.42,5.68,193.48
coconut,25.72,19.59,26.29,32.02,81.45,5.69,179.4
coconut,34.87,15.96,20.46,30.72,78.44,5.6,180.38
coconut,22.27,17.16,25.31,29.98,77.38,6.04,216.7
coconut,23.28,23.61,14.92,32.34,79.96,5.98,182.67
coconut,18.86,13.33,16.95,31.18,75.19,5.38,177.27
coconut,23.08,18.62,19.48,32.07,86.25,6.8,159.38
coconut,20.72,22.79,18.18,31.72,81.04,6.63,226.07
coconut,30.31,18.35,19.61,29.39,72.47,6.59,218.63
coconut,23.27,25.22,17.48,26.32,85.04,5.49,195.11
coconut,26.03,21.54,23.39,31.16,82.75,5.68,207.36
coconut,17.47,26.25,14.39,29.31,73.41,5.71,200.34
coconut,22.36,24.58,20.91,29.07,79.33,6.49,222.72
coconut,19.31,17.28,21.9,30.71,74.75,6.3,177.73
coconut,31.52,22.12,15.47,28.94,77.27,6.06,194.9
coconut,19.27,14.42,22.2,30.57,80.53,6.11,184.53
coconut,25.92,30.15,24.7,29.42,77.38,4.86,226.72
coconut,28.93,17.82,14.27,27.69,82.22,5.96,217.29
coconut,25.43,23.87,21.48,31.66,69.55,5.51,190.89
coconut,30.4,27.52,19.34,28.78,70.23,6.35,186.25
cotton,155.5,34.08,28.42,26.5,74.86,6.59,111.57
cotton,117.3,46.7,23.26,26.19,79.92,6.03,98.85
cotton,122.11,24.99,20.68,24.81,73.52,6.37,95.32
cotton,143.16,41.76,24.14,24.76,70.63,6.77,90.13
cotton,115.97,31.58,20.29,27.13,84.66,7.13,125.92
cotton,95.45,30.45,12.77,26.26,76.53,6.3,96.75
cotton,124.59,28.12,14.96,25.0,85.99,6.49,88.13
cotton,94.22,47.62,17.06,22.71,71.42,5.92,85.58
cotton,117.13,30.33,20.74,24.51,91.11,5.82,102.42
cotton,122.09,31.76,20.38,26.54,80.48,7.05,67.33
cotton,109.89,51.8,23.65,26.08,86.17,5.73,111.93
cotton,132.77,34.73,30.52,25.39,69.04,6.65,89.2
cotton,133.98,44.38,17.61,28.0,84.7,6.17,97.72
cotton,126.2,37.09,18.66,25.07,74.67,5.61,103.59
cotton,96.13,32.06,12.91,21.7,82.13,6.41,96.12
cotton,104.21,34.75,21.51,24.9,84.11,6.89,96.22
cotton,97.77,33.95,19.61,23.45,74.73,6.53,136.45
cotton,114.14,39.98,14.75,27.49,84.37,6.82,120.4
cotton,114.87,37.58,26.84,26.27,68.9,6.68,91.27
cotton,130.78,43.27,13.04,25.54,81.05,6.65,108.63
cotton,137.95,43.31,20.09,27.3,91.21,6.87,103.09
cotton,125.19,42.05,20.07,29.33,76.25,6.96,98.11
cotton,102.23,38.49,17.81,26.16,80.46,6.09,122.07
cotton,133.08,52.69,20.95,24.93,83.52,6.27,101.95
cotton,117.89,28.31,20.51,24.12,78.79,6.65,119.09
cotton,109.81,37.31,16.94,23.34,77.03,6.42,108.79
cotton,123.85,31.55,25.18,26.89,75.49,6.99,104.9
cotton,118.12,42.86,19.9,26.09,80.94,6.37,69.61
cotton,126.33,37.01,23.11,25.96,78.26,6.91,103.07
cotton,121.96,38.9,26.73,23.57,78.39,6.01,110.9
cotton,113.01,36.24,17.93,25.13,73.75,5.6,106.87
cotton,94.64,46.83,26.23,24.67,86.5,6.49,123.99
cotton,114.53,21.08,19.68,28.42,82.67,6.29,104.93
cotton,131.65,39.32,30.51,23.97,85.01,6.8,89.5
cotton,114.91,48.14,20.58,25.68,71.82,6.76,104.31
cotton,119.23,42.89,18.36,23.82,78.79,6.31,132.71
cotton,130.94,32.25,28.15,24.13,80.15,6.86,70.45
cotton,117.16,35.41,20.82,25.74,79.61,6.45,115.98
cotton,123.62,40.33,20.59,28.67,80.86,6.29,71.37
cotton,102.79,36.26,19.57,23.89,81.76,6.27,86.28
cotton,127.35,50.96,15.57,25.49,70.47,5.91,91.17
cotton,133.62,33.77,16.74,25.07,80.19,6.19,129.79
cotton,116.82,40.91,18.39,25.88,86.17,7.17,88.57
cotton,133.21,44.4,23.9,24.82,79.06,6.87,114.32
cotton,138.79,41.59,19.57,20.08,71.94,6.34,83.48
cotton,129.77,29.52,17.99,24.08,86.02,6.26,106.79
cotton,122.35,47.23,23.4,24.93,71.52,6.41,99.7
cotton,123.43,34.1,24.56,25.03,75.4,6.32,128.93
cotton,127.97,48.39,15.83,23.62,76.59,6.57,97.39
cotton,114.13,37.09,16.82,24.64,85.57,5.89,105.2
cotton,136.56,38.53,17.88,26.85,75.08,6.49,84.4
cotton,97.56,38.78,14.95,24.98,85.58,7.24,101.4
cotton,132.23,43.19,18.47,21.15,88.13,6.08,120.74
cotton,126.44,32.19,21.25,29.27,87.68,6.29,89.32
cotton,121.2,38.68,24.8,26.48,71.54,6.68,97.31
cotton,120.45,41.99,24.79,26.96,76.25,6.48,93.27
cotton,99.82,39.13,27.38,21.58,79.88,6.48,104.32
cotton,108.45,28.6,14.49,27.66,75.09,6.3,131.57
cotton,111.19,42.74,24.26,27.03,73.34,6.21,104.54
cotton,143.15,33.91,18.03,25.84,83.1,6.77,87.3
cotton,113.62,41.72,25.05,24.52,79.89,6.09,127.95
cotton,121.85,48.62,20.12,25.17,72.5,5.64,118.78
cotton,120.94,41.65,15.0,23.19,85.31,7.2,90.68
cotton,128.06,41.52,19.52,28.7,77.73,7.0,105.72
cotton,119.8,50.98,21.16,24.81,86.9,7.0,118.03
cotton,73.35,43.52,20.85,24.93,83.05,6.6,110.17
cotton,116.78,51.99,23.12,26.09,82.47,6.96,115.33
cotton,118.65,47.92,20.7,28.83,85.49,6.25,134.96
cotton,94.78,45.1,17.22,28.76,81.26,6.18,96.0
cotton,111.43,37.55,18.69,23.5,81.35,6.66,85.06
cotton,100.1,42.49,22.13,26.46,82.76,7.13,114.96
cotton,152.16,64.81,12.97,20.61,79.96,6.7,98.86
cotton,128.44,37.84,17.22,23.91,79.0,6.84,92.7
cotton,116.53,44.56,19.2,27.23,75.4,6.05,104.57
cotton,124.85,33.08,25.37,28.85,76.86,7.09,64.27
cotton,132.91,33.14,23.9,23.08,79.66,6.18,96.79
cotton,141.96,39.14,28.44,24.23,87.46,5.85,95.7
cotton,113.57,52.3,20.74,20.82,73.45,6.09,114.01
cotton,129.66,37.6,17.81,26.43,74.35,6.68,105.59
cotton,116.7,43.18,20.41,25.99,73.33,6.75,115.4
cotton,123.85,44.81,19.56,26.78,80.33,6.04,112.3
cotton,100.39,42.26,18.46,24.1,80.86,6.22,107.68
cotton,120.68,35.06,25.35,25.41,83.15,7.07,121.0
cotton,126.96,37.58,14.28,25.41,85.47,6.64,48.33
cotton,130.44,47.45,18.8,26.98,83.14,6.23,119.07
cotton,104.79,39.54,19.37,23.35,81.52,7.02,118.72
cotton,128.68,26.43,14.66,25.33,79.83,6.3,128.58
cotton,121.27,44.34,23.95,25.11,92.96,6.12,90.91
cotton,108.69,52.5,23.21,23.91,75.68,7.05,105.43
cotton,136.93,39.52,22.05,25.6,76.88,6.44,82.24
cotton,125.93,46.09,23.96,26.33,79.36,7.12,113.38
cotton,136.66,51.61,19.5,25.78,83.87,6.04,83.1
cotton,104.41,39.14,18.67,22.13,80.75,6.46,117.73
cotton,144.16,43.65,17.21,26.29,80.05,6.4,87.08
cotton,114.43,38.58,23.22,26.02,89.13,6.77,106.36
cotton,116.33,31.7,17.72,23.6,67.2,6.1,124.03
cotton,124.42,36.99,21.59,21.09,81.41,7.01,98.18
cotton,98.74,36.69,25.12,25.52,72.91,7.45,81.19
cotton,117.08,31.7,15.86,24.1,83.18,7.02,94.21
cotton,107.88,43.83,22.03,25.48,81.38,6.45,101.47
jute,78.18,58.56,53.37,25.36,79.97,6.6,166.84
jute,87.65,53.53,37.48,26.8,80.09,6.11,187.03
jute,82.37,57.68,44.99,24.78,77.64,6.5,187.27
jute,84.84,52.41,39.46,26.99,76.63,7.49,195.26
jute,68.73,51.48,44.64,24.3,72.52,6.08,190.84
jute,62.45,38.41,43.22,24.55,76.52,6.3,150.58
jute,84.84,43.55,36.79,25.69,78.72,6.22,140.21
jute,83.67,50.63,36.9,22.93,80.06,6.69,181.96
jute,96.38,55.64,39.36,26.48,80.24,6.52,205.93
jute,71.02,50.19,47.14,25.62,78.15,5.82,134.59
jute,100.76,52.47,36.5,25.7,75.26,6.37,161.18
jute,65.87,33.16,30.41,27.04,75.07,6.71,199.13
jute,80.17,47.61,40.8,24.17,86.02,7.25,209.0
jute,58.48,46.5,40.02,25.93,71.36,5.8,206.14
jute,74.41,38.1,33.38,25.78,75.89,6.6,160.43
jute,62.56,61.4,42.39,24.33,77.39,7.09,191.83
jute,91.47,45.33,40.3,25.8,77.25,6.46,168.33
jute,83.99,39.43,43.43,25.62,78.98,6.68,172.7
jute,73.3,54.35,43.52,23.99,77.03,6.43,168.96
jute,95.25,52.53,40.09,23.13,83.69,6.26,166.95
jute,87.73,53.1,24.98,24.68,80.63,6.36,183.21
jute,61.9,27.35,34.15,25.56,63.88,6.16,141.54
jute,77.57,65.66,38.7,24.78,84.2,6.51,175.7
jute,89.27,53.78,41.73,24.72,78.27,6.87,173.27
jute,92.31,41.62,48.6,25.94,75.16,6.7,166.99
jute,80.33,46.11,39.2,26.88,82.59,6.05,158.64
jute,82.71,52.75,35.95,28.18,84.07,6.25,165.55
jute,77.72,47.35,47.54,26.97,80.18,6.77,196.46
jute,80.58,53.22,43.57,25.98,76.11,6.23,174.23
jute,72.93,38.22,44.06,25.69,73.3,6.4,176.31
jute,81.82,41.34,31.88,26.04,72.33,6.41,173.48
jute,78.77,52.02,49.59,21.8,84.38,5.5,207.87
jute,59.57,69.49,37.66,27.58,85.42,6.33,172.81
jute,71.63,56.3,37.46,23.36,82.69,6.14,173.42
jute,81.07,44.86,37.05,28.07,78.98,6.36,176.5
jute,84.54,41.73,42.56,25.51,71.06,7.22,209.22
jute,71.99,41.02,41.37,22.15,86.82,6.31,212.44
jute,71.76,49.1,47.6,24.35,81.36,6.94,168.88
jute,67.38,38.33,43.5,25.78,85.31,6.39,151.39
jute,56.47,72.94,43.16,25.27,81.39,5.93,164.1
jute,97.43,55.27,35.42,22.55,77.42,6.37,220.98
jute,78.12,40.48,39.65,25.53,73.6,6.66,204.18
jute,81.39,43.62,36.83,21.68,79.33,6.62,162.07
jute,99.4,56.34,29.24,21.46,75.08,7.13,197.82
jute,96.24,50.08,38.74,22.5,81.75,6.42,175.31
jute,96.18,48.99,47.99,21.82,93.44,6.35,194.14
jute,88.66,46.02,44.91,26.74,76.43,6.22,180.91
jute,78.85,61.15,44.22,24.86,83.03,5.68,167.69
jute,82.88,58.92,41.2,27.92,84.34,6.3,177.2
jute,84.08,46.41,49.19,22.78,81.58,6.79,173.73
jute,74.61,49.39,44.87,24.0,74.66,6.96,187.99
jute,90.08,56.07,53.08,27.23,76.38,6.69,168.85
jute,75.46,38.7,38.28,26.09,79.67,6.06,149.54
jute,101.12,52.6,35.06,25.92,90.95,6.75,124.26
jute,106.52,35.21,38.76,22.73,76.3,6.61,138.58
jute,79.1,59.18,34.94,22.22,79.3,6.36,168.1
jute,68.12,54.15,43.57,22.87,75.36,6.55,160.7
jute,81.79,61.74,39.64,22.57,81.96,6.43,177.0
jute,84.75,55.53,40.21,24.88,90.32,6.98,196.67
jute,81.31,41.95,46.76,25.29,77.11,6.4,160.68
jute,90.57,55.46,41.09,24.91,76.6,5.65,151.74
jute,72.57,42.86,41.74,26.62,79.36,7.06,164.34
jute,78.64,49.59,46.55,25.21,80.67,5.84,162.0
jute,90.96,33.4,48.06,26.0,76.26,6.17,217.92
jute,94.11,49.04,40.81,23.71,80.67,6.23,178.43
jute,98.1,49.24,33.71,22.27,80.64,6.2,184.93
jute,63.8,55.52,33.64,25.09,78.31,7.19,183.43
jute,99.45,54.49,48.55,24.58,81.73,6.99,198.1
jute,85.31,47.38,39.05,27.28,86.73,6.26,165.12
jute,70.96,56.64,34.42,26.64,82.73,6.28,211.28
jute,65.38,63.28,41.91,20.85,87.96,6.89,171.44
jute,70.35,37.45,54.49,23.15,73.68,6.61,147.24
jute,70.18,57.96,42.79,24.23,80.09,6.32,178.76
jute,72.38,45.36,36.34,23.55,85.22,6.81,161.35
jute,68.06,48.74,52.93,22.94,79.19,6.54,177.83
jute,75.42,59.24,42.73,26.69,82.95,6.86,211.69
jute,93.31,68.6,47.3,23.66,84.24,6.78,218.41
jute,70.33,54.46,35.91,26.03,78.93,6.69,151.79
jute,87.93,51.65,40.91,28.9,78.09,6.64,182.01
jute,81.98,67.77,40.38,23.87,89.35,6.38,147.9
jute,72.59,40.03,29.2,24.27,79.65,6.97,192.59
jute,85.84,42.85,45.31,27.78,81.97,6.67,154.71
jute,90.54,64.25,41.94,23.81,79.19,6.33,172.79
jute,86.48,52.24,46.02,25.74,75.68,6.3,168.74
jute,78.14,64.36,51.73,26.67,80.59,5.96,184.4
jute,72.1,63.04,30.36,25.77,75.63,6.5,193.32
jute,90.22,49.51,44.57,23.68,81.23,6.9,186.64
jute,74.71,47.77,46.09,22.82,75.28,6.74,171.22
jute,65.47,60.81,33.4,24.6,76.9,6.38,162.31
jute,87.14,50.89,45.9,23.78,90.67,5.74,148.3
jute,97.53,53.79,42.05,25.86,82.86,6.62,160.68
jute,88.18,55.29,48.57,28.53,81.65,6.01,215.45
jute,69.82,52.7,38.46,24.14,83.82,6.6,190.26
jute,71.84,48.61,35.38,24.6,79.41,7.24,174.81
jute,58.74,61.16,42.7,24.74,77.81,6.12,218.76
jute,80.52,36.1,41.97,27.41,80.78,6.14,160.18
jute,70.83,62.17,39.57,21.64,81.92,6.56,171.02
jute,69.8,41.49,46.52,25.5,82.39,6.6,186.55
jute,75.32,48.35,46.99,27.83,73.89,6.42,196.79
jute,98.82,64.26,35.23,27.55,80.29,6.92,195.77
coffee,84.83,33.3,24.02,24.96,63.77,5.87,163.67
coffee,102.5,24.47,18.7,25.31,62.21,6.5,115.0
coffee,116.19,30.1,15.6,20.08,70.15,6.72,154.21
coffee,110.36,35.17,20.78,24.49,62.91,6.67,177.94
coffee,98.77,38.86,21.49,25.76,77.03,7.16,183.57
coffee,90.43,43.15,19.67,24.55,54.2,6.63,128.33
coffee,104.9,23.03,27.19,26.1,76.4,6.09,180.98
coffee,78.37,31.25,17.47,24.1,62.42,6.13,124.81
coffee,94.69,30.7,24.65,25.59,70.83,5.91,141.34
coffee,108.53,32.06,16.56,26.87,62.34,6.19,159.74
coffee,100.07,26.86,17.77,22.86,63.02,6.94,154.89
coffee,111.5,33.1,17.55,21.7,60.37,6.23,135.03
coffee,111.77,35.82,28.85,23.47,72.99,7.14,145.35
coffee,105.68,37.44,19.76,24.73,61.86,5.56,151.41
coffee,91.48,23.55,21.69,22.1,69.03,6.69,142.0
coffee,99.24,22.86,23.0,25.37,66.31,6.7,137.15
coffee,81.77,35.74,22.75,23.93,67.05,7.0,172.77
coffee,93.23,21.07,14.73,24.38,72.31,6.21,138.07
coffee,92.6,26.81,19.96,22.44,70.42,6.44,199.58
coffee,85.92,39.54,25.57,24.18,63.02,6.13,131.8
coffee,99.99,30.12,13.59,29.59,63.7,6.53,137.48
coffee,96.8,27.85,19.99,24.97,69.02,6.59,164.09
coffee,99.88,31.39,19.03,27.01,66.61,6.44,146.24
coffee,98.69,30.18,19.77,23.88,68.82,6.83,185.68
coffee,92.76,34.0,12.36,26.66,57.72,6.11,156.64
coffee,92.54,25.45,18.06,26.46,60.34,6.48,142.43
coffee,109.84,35.09,12.66,27.09,61.95,6.59,131.22
coffee,104.45,45.31,20.51,24.08,63.84,5.91,178.98
coffee,103.75,23.71,15.93,25.03,69.66,6.04,172.27
coffee,98.9,24.42,18.13,28.5,58.06,6.21,169.05
coffee,102.6,25.25,23.86,27.02,66.66,6.26,140.83
coffee,103.42,22.13,25.31,28.4,63.82,6.64,173.72
coffee,123.47,39.34,13.06,24.37,67.5,6.3,185.66
coffee,119.55,25.1,19.35,23.5,64.02,6.41,169.09
coffee,89.34,14.3,13.58,22.94,61.72,6.57,128.4
coffee,85.47,24.42,15.54,23.89,62.01,6.78,130.21
coffee,95.71,26.73,23.24,24.69,70.25,6.04,149.01
coffee,93.09,22.64,19.73,28.47,60.74,6.45,123.76
coffee,82.49,25.28,18.2,24.19,63.87,5.84,137.48
coffee,106.02,21.85,18.58,25.59,61.09,6.64,119.58
coffee,110.66,32.19,20.22,27.25,63.35,6.25,177.45
coffee,122.09,25.84,19.55,27.09,64.61,6.74,165.61
coffee,93.25,32.52,19.98,22.57,60.05,6.24,168.57
coffee,111.54,34.5,21.76,25.83,66.39,6.66,159.51
coffee,83.15,25.26,15.88,27.21,73.27,5.63,181.3
coffee,101.04,36.08,22.03,27.88,66.05,5.95,147.89
coffee,106.19,28.7,22.63,24.87,62.02,6.07,142.16
coffee,102.45,18.24,16.88,21.01,61.91,6.98,126.28
coffee,108.44,47.09,25.81,25.27,69.29,5.95,118.53
